title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
July 2021 UCE East,2021-07-29,835 Hinman Ave,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.8,3.6,5.7,8,25.5,50,30,10,10,NA,NA,3.6,10,5,5,0.2,-0.6,2,0,0,5,3,0,0,0,0,1,8,1,0,5,0
July 2021 Oakton,2021-07-29,835 Hinman Ave,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,4.2,5.4,23,25.9,47.3,33.3,10,26.7,30,10,5,5.2,30,23,7,0.5,0.5,2,1,0,22,4,1,0,0,0,2,27,1,1,21,1
July 2021 Hinman,2021-07-29,835 Hinman Ave,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,3.7,5.7,16.5,20.6,46,40,10,15,35,NA,6.3,5.5,20,13,7,0.6,0.2,0,4,0,13,1,0,0,2,0,1,19,0,0,13,0
July 2021 IP 500,2021-07-29,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Vincent Wang,NA,NA,NA,NA,NA,NA,Public,4.9,5.5,21.4,22.7,52,10.5,21.1,42.1,26.3,NA,NA,5.5,19,17,2,0,0,0,0,0,14,4,1,0,0,0,0,19,0,0,17,0
July 2021 IP 1300,2021-07-29,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Vincent Wang,NA,NA,NA,NA,NA,NA,Public,3.5,4.5,14.4,16.2,39.4,35.3,17.6,29.4,17.6,NA,5,4.5,17,13,4,-0.2,-0.2,0,1,0,9,6,1,0,0,0,3,14,0,2,11,0
For Transfer into R,2021-07-29,McDonald Woods,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,K Hads,NA,NA,NA,NA,NA,NA,Public,4.7,5.3,70.2,75,50.2,13.9,16.6,40.8,28.7,4.6,4.8,5.4,223,200,23,0.1,0.1,21,23,14,110,20,32,0,3,0,10,210,3,8,190,2
2021 Osprey Control Inventory,2021-07-29,Osprey Prairie,NA,NA,Indiana,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,ART,NA,NA,NA,NA,NA,7/29 - 8/9/21,Public,1.3,2.3,9.6,13,17.5,58.2,23.6,16.4,1.8,4,3,2.1,55,32,23,0.8,0.5,2,2,4,40,6,1,0,0,0,8,41,6,3,27,2
2021 Osprey Treatment Inventory,2021-07-29,Osprey Prairie,NA,NA,Indiana,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,ART,NA,NA,NA,NA,NA,NA,Public,2.4,3.5,21.3,25.7,28.9,44.3,22.8,21.5,11.4,3.5,2,3.5,79,54,25,0.6,0.4,4,2,2,55,13,3,0,0,0,8,64,7,3,48,3
July 2021 IP 900,2021-07-28,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,5.1,6.5,19.1,21.6,57.6,21.4,21.4,14.3,42.9,NA,NA,6.5,14,11,3,-0.8,-0.8,1,0,0,8,2,3,0,0,0,0,14,0,0,11,0
3B SE,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,1.2,2.8,3.6,5.6,18.7,66.7,11.1,22.2,0,NA,NA,2.8,9,4,5,0.7,0.3,0,0,0,5,3,1,0,0,0,1,7,1,1,3,0
3B SW,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.4,1,1.1,1.7,6.1,87.5,12.5,0,0,NA,NA,1,8,3,5,0.4,0,0,0,0,5,2,1,0,0,0,2,5,1,1,2,0
3A NE,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.1,0.3,0.3,0.5,1.6,90,10,0,0,NA,NA,0.3,10,3,7,0.6,0.3,0,0,0,7,3,0,0,0,0,1,8,1,1,2,0
3A SW,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,1,1.8,2.6,3.6,13.6,71.4,14.3,14.3,0,NA,NA,1.8,7,4,3,0.4,0,0,0,0,5,1,1,0,0,0,1,5,1,1,3,0
2D NW,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.8,2.5,2,3.5,14.4,66.7,16.7,16.7,0,NA,NA,2.5,6,2,4,0.7,0,0,0,0,4,2,0,0,0,0,1,4,1,0,2,0
5A SE,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.1,0.3,0.3,0.6,2,88.9,11.1,0,0,NA,NA,0.3,9,4,5,0.4,0.5,0,0,0,6,3,0,0,0,0,2,6,1,1,2,1
5A NE,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,1.2,3.5,2.9,4.9,20.2,66.7,16.7,16.7,0,NA,NA,3.5,6,2,4,0.8,0.5,0,0,0,4,2,0,0,0,0,0,4,2,0,1,1
4C SE,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.1,0.5,0.3,0.7,2.4,88.9,11.1,0,0,NA,NA,0.5,9,2,7,1,0.5,0,0,0,6,3,0,0,0,0,1,6,2,0,2,0
3B NW,2021-07-23,Mettawa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Mettawa,NA,NA,NA,NA,NA,NA,Public,0.9,1.8,2.5,3.6,12.7,75,12.5,12.5,0,NA,NA,1.8,8,4,4,0.5,0,0,0,0,6,1,1,0,0,0,1,5,2,1,2,1
Spring seeds from NB Commons to SPG,2021-07-19,Somme Prairie Grove,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Eriko Kojima,NA,IL,NA,NA,NA,Inventory of received seeds,Public,6.6,6.6,30.2,30.2,66,0,9.5,33.3,57.1,NA,NA,6.6,21,21,0,0.5,0.5,0,0,0,11,1,9,0,0,0,0,20,1,0,20,1
Spring seeds from NB Commons to Somme Woods,2021-07-19,Somme Woods,Northbrook,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Eriko Kojima,NA,IL,NA,NA,NA,List of seeds received,Public,6,6,33.9,33.9,60,0,6.3,53.1,40.6,NA,NA,6,32,32,0,0.3,0.3,0,0,0,14,3,15,0,0,0,1,31,0,1,31,0
NZ,2021-07-16,Lighthouse Beach,Evanston,NA,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,NZ,NA,NA,NA,NA,NA,NA,Public,0.7,1.3,1.7,2.3,9.2,66.7,33.3,0,0,NA,NA,1.3,6,3,3,0.5,0.3,0,0,0,4,1,1,0,0,0,0,4,2,0,2,1
ah,2021-07-14,McDonald Woods,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,k,NA,NA,NA,NA,NA,NA,Public,5.3,5.3,17.6,17.6,53,0,27.3,36.4,36.4,8,5,5,11,11,0,0.3,0.3,1,1,1,5,0,2,0,1,0,0,11,0,0,11,0
Eggleston Alley Rain Garden,2021-07-13,Eggleston,Evanston,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Evanston,NA,NA,NA,NA,NA,NA,Public,1.9,3,6.3,7.9,23.9,45.5,27.3,18.2,9.1,0,NA,3.5,11,7,4,0,-0.6,1,0,0,8,2,0,0,0,0,1,10,0,0,7,0
Eggleston WRG,2021-07-13,Eggleston,Evanston,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley,NA,NA,NA,NA,NA,NA,Public,1.1,1.8,4.4,5.7,14.2,43.8,43.8,12.5,0,2,NA,1.8,16,10,6,-0.1,-0.2,2,0,2,11,1,0,0,0,0,3,12,1,2,8,0
1,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,McHenry,IL,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,0,13,2,11,1.3,1.5,0,0,0,11,2,0,0,0,0,6,5,2,2,0,0
Site 2,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,5,0,5,1,0,0,0,0,4,1,0,0,0,0,0,4,1,0,0,0
Site 3,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,8,0,8,1,0,0,0,0,7,1,0,0,0,0,1,6,1,0,0,0
Site 4,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,0,12,1,11,0.4,-1,0,0,0,7,5,0,0,0,0,2,10,0,1,0,0
Site 5,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0.1,0.3,0.3,0.5,1.6,90.9,9.1,0,0,0,NA,0.5,11,3,8,0.6,0.7,1,0,0,7,3,0,0,0,0,1,9,1,0,3,0
Site 6,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0.3,3,0.9,3,9.5,90,10,0,0,NA,NA,3,10,1,9,1,2,0,0,0,7,3,0,0,0,0,0,9,1,0,1,0
Overall,2021-07-07,1,NA,McHenry,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Wegener,NA,NA,NA,NA,NA,NA,Public,0,0.2,0,0.5,1,95.8,4.2,0,0,0,NA,0.2,24,6,18,0.9,0.7,1,0,0,18,5,0,0,0,0,7,15,2,3,3,0
Oakton,2021-07-06,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Grace Hochberg,NA,NA,NA,NA,NA,NA,Public,4.6,5.4,23.5,25.3,49.7,26.9,15.4,23.1,34.6,NA,5,5.4,26,22,4,0.4,0.5,0,1,0,21,3,1,0,0,0,1,25,0,1,21,0
Pollinator Garden South,2021-06-30,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Lewis,NA,NA,NA,NA,NA,NA,Public,2.7,3.7,11.5,13.3,31.4,44.4,11.1,33.3,11.1,2,NA,4,18,13,5,0.8,0.7,2,0,0,13,3,0,0,0,0,1,14,3,1,12,0
Pollinator Garden North,2021-06-30,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Lewis,NA,NA,NA,NA,NA,NA,Public,2.3,3.9,9.5,12.3,29.9,52.9,11.8,23.5,11.8,NA,NA,3.9,17,10,7,1.2,1.1,0,0,0,16,1,0,0,0,0,2,12,3,1,9,0
South Rain Garden,2021-06-30,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Lewis,NA,NA,NA,NA,NA,NA,Public,2.9,4.4,12.3,15.2,35.9,38.9,16.7,27.8,16.7,NA,NA,4.4,18,12,6,0.2,0.1,1,0,0,14,3,0,0,0,0,0,17,1,0,12,0
West Rain Garden,2021-06-30,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Lewis,NA,NA,NA,NA,NA,NA,Public,1.3,2.4,4.7,6.3,17.6,61.5,15.4,23.1,0,0,NA,2.8,13,7,6,0.5,0.1,1,0,1,9,2,0,0,0,0,2,10,1,2,5,0
Donna Bicknese,2021-06-28,Donna Bicknese,Downers Grove,IL,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Benedict Bussman,41.725303,-88.014966,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,6,0,6,0.3,0,1,1,0,2,2,0,0,0,0,0,6,0,0,0,0
Ryan NE,2021-06-25,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.9,3.7,7.8,11.1,26.9,64.7,11.8,5.9,17.6,0.5,7,4.2,17,9,8,0.8,0.7,3,1,0,10,2,0,0,1,0,2,14,1,0,9,0
Ryan SE,2021-06-25,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.5,3,7.3,10.4,21.2,66.7,20.8,0,12.5,1,7,2.8,24,12,12,0.9,0.8,2,1,0,19,2,0,0,0,0,3,18,3,2,9,1
Ryan SW,2021-06-25,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.6,3.2,8.2,11.5,22.6,65.4,15.4,7.7,11.5,1,6,2.9,26,13,13,0.8,0.8,2,2,0,20,2,0,0,0,0,7,18,1,3,10,0
Ryan NW,2021-06-25,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.8,3.8,8.8,12.6,25.7,66.7,12.5,8.3,12.5,1,7,3.8,24,11,13,0.8,0.7,2,1,0,20,1,0,0,0,0,7,15,2,3,8,0
Orrington,2021-06-25,Orrington Elementary,Evanston,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,2.3,3.4,12.8,15.6,28,54.8,12.9,19.4,12.9,1.5,9.5,3.1,31,21,10,0.9,0.6,4,4,0,20,3,0,0,0,0,6,22,3,5,16,0
Hinman,2021-06-24,835 Hinman Ave,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Haley Lewis,NA,NA,NA,NA,NA,NA,Public,3.2,5.1,12.8,16.1,40.3,50,6.3,18.8,25,NA,6,4.9,16,10,6,0.7,0.1,0,3,0,12,0,0,0,1,0,2,14,0,1,9,0
UCE South,2021-06-24,Unitarian,Evanston,Cook,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,4.2,5.3,18.3,20.5,47.1,26.3,21.1,26.3,26.3,3,6.7,5.1,19,15,4,0.7,0.5,3,4,0,9,0,3,0,0,0,0,19,0,0,15,0
UCE East,2021-06-24,Unitarian,Evanston,Cook,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Cameron Moore,NA,NA,NA,NA,NA,NA,Public,1.3,3.3,4.1,6.6,20.9,70,10,10,10,NA,NA,3.3,10,4,6,0.5,0,1,1,0,6,2,0,0,0,0,0,8,2,0,4,0
Ingraham Park 900,2021-06-22,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Haley Lewis, Cameron Moore",NA,NA,NA,NA,NA,NA,Public,3.6,6.4,13.5,18.1,48.4,42.9,14.3,14.3,28.6,NA,NA,6.4,14,8,6,-0.8,-0.8,1,0,0,9,2,2,0,0,0,0,14,0,0,8,0
Ingraham Park 500,2021-06-22,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Haley Lewis, Cameron Moore",NA,NA,NA,NA,NA,NA,Public,5.9,5.9,21.3,21.3,59,0,15.4,46.2,38.5,NA,NA,5.9,13,13,0,0,0,0,0,0,11,1,1,0,0,0,0,13,0,0,13,0
Ingraham Park 1300,2021-06-22,Ingraham Park,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Haley Lewis, Cameron Moore",NA,NA,NA,NA,NA,NA,Public,4.8,6.6,15.9,18.7,56.3,27.3,18.2,9.1,45.5,NA,NA,6.6,11,8,3,-1,-1.1,0,1,0,8,0,2,0,0,0,0,11,0,0,8,0
Marseilles,2021-06-17,Marseilles prairie,Marseilles,Lasalle,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Christopher woeltje,NA,NA,NA,NA,NA,NA,Public,6.7,6.9,45.9,46.8,68.3,2.1,4.3,36.2,57.4,6.5,7,6.9,47,46,1,1.2,1.2,2,3,0,38,4,0,0,0,0,2,45,0,2,44,0
D2 D3,2021-06-09,Anthony Gibson,Lisle,DuPage,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Anthony James Gibson,NA,Illinois,NA,NA,NA,NA,Public,2.4,3.6,17.3,21.3,29.5,42.3,23.1,23.1,11.5,6.5,4.5,3.4,52,35,17,0.7,0.5,3,2,0,34,8,5,0,0,0,5,41,6,3,32,0
I zone new,2021-06-09,Anthony Gibson,Lisle,DuPage,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Anthony James Gibson,NA,Illinois,NA,NA,NA,NA,Public,3.8,4.3,25.5,26.9,40,20,17.8,44.4,17.8,4,NA,4.4,45,39,6,-1.1,-1.3,2,1,1,31,4,6,0,0,0,9,33,3,8,30,1
Calpine Solar W1,2021-06-08,Calpine Solar,Zion,Lake,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Brian Lennie, Abigail Medis",42.473482,-87.895915,"86 degrees F, few clouds, 50-60% humidity",Wetland delineation: 6.5 hours of field work,NA,NA,Public,2.1,3.2,13.6,16.9,26.1,45.2,14.3,38.1,2.4,1.3,2.4,3.7,42,28,14,-0.6,-1,3,6,1,22,3,7,0,0,0,0,38,4,0,28,0
Calpine Zion W2,2021-06-08,Calpine Solar,Zion,Lake,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Brian Lennie,42.470721,-87.893662,"90 degrees F, full sun, few clouds, 50% humidity",<60 minutes,NA,NA,Public,1.5,2.5,6.4,8.3,19.5,61.1,22.2,11.1,5.6,0,5,2.4,18,11,7,-0.3,-0.6,1,2,1,9,1,4,0,0,0,3,13,2,3,8,0
Dog Pond,2021-05-23,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.7,4.3,9.8,10.5,39.8,14.3,57.1,0,28.6,NA,NA,4.3,7,6,1,-2,-2,0,0,0,7,0,0,0,0,0,0,7,0,0,6,0
CROSBY MARSH,2021-05-08,CROSBY MARSH,NA,LaPorte,IN,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Thomas W. Post,NA,NA,NA,NA,NA,NA,Public,5.7,5.9,31.2,31.8,58,10,6.7,43.3,40,5.1,6.8,5.8,30,29,1,-0.3,-0.3,10,11,0,4,0,2,0,3,0,0,30,0,0,29,0
Management plot,2021-05-01,Pilcher Park,Joliet,Will,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Janet Avila,NA,NA,NA,NA,NA,NA,Public,4.4,5.3,23.3,25.4,48,25,3.6,46.4,25,5,4,5.6,28,23,5,0.8,0.7,5,5,0,18,0,0,0,0,0,2,25,1,2,21,0
Spring Flora Assignment,2021-04-30,McDonald Woods Forest P,Chicago,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Ry'yan Clark,NA,NA,NA,NA,NA,NA,Public,4.3,4.3,8.6,8.6,43,0,25,75,0,4,NA,5,4,4,0,0.8,0.8,3,0,0,1,0,0,0,0,0,0,4,0,0,4,0
Spring Flora Assignment,2021-04-28,Chicago Botanic Garden,Glencoe,Cook County,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Tiany Katrina Hernandez,NA,NA,Slightly overcast,NA,Botanic Garden Forest,NA,Public,3.9,4.6,22.7,24.8,42.5,14.7,23.5,47.1,14.7,4,2.5,4.8,34,29,5,0.1,0.1,2,2,1,26,2,1,0,0,0,2,32,0,2,27,0
Spring Flora Assignment,2021-04-28,Chicago Botanic Gardens,Glencoe,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Nancy Iden,NA,NA,NA,NA,Botanic Garden Forest Preserve,NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assignment (CBG),2021-04-28,McDonald Woods,Glencoe,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Laura Caride,NA,NA,NA,NA,Managed restoration (Chicago Botanic Gardens),NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assignment,2021-04-28,McDonald Woods,Glencoe,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Olivia Murrell,NA,NA,NA,NA,Restored woodland,NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assesment CBG,2021-04-28,McDonald Woods,Glencoe,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sebastian Gomez-Parra,NA,NA,Chilly and cloudy day. Temperature was in the low 40s.,Done from 10:30 to 1 pm,A public forest preserve. Managed and intentionally cared for with restoration in mind.,NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assignment,2021-04-28,McDonald Woods,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amina Elmasry,NA,NA,NA,NA,Protected and preserved forest in the Chicago Botanical Gardens,NA,Public,4.2,4.8,24.5,26.3,45.1,11.8,23.5,47.1,17.6,4,2.5,5,34,30,4,0.2,0.2,1,2,1,27,2,1,0,0,0,2,32,0,2,28,0
McDonald Woods,2021-04-28,McDonald Woods,Chicago,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Elsa Godtfredsen,Cook,Illinois,NA,NA,Woodland Restoration,NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assignment,2021-04-28,McDonald Woods,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jessica Prescott-Smith,NA,NA,NA,NA,Restored forested area,NA,Public,4.1,4.8,24.6,26.7,44.5,13.9,22.2,47.2,16.7,4,2.5,5,36,31,5,0.1,0.2,2,2,1,28,2,1,0,0,0,2,34,0,2,29,0
Spring Flora Assignment,2021-04-28,McDonald Woods,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jack Schooley,NA,NA,NA,NA,Woodland restoration,NA,Public,3.9,4.6,22.7,24.8,42.5,14.7,23.5,47.1,14.7,4,2.5,4.8,34,29,5,0.1,0.1,2,2,1,26,2,1,0,0,0,2,32,0,2,27,0
